,F_SESSION,k_aircraft,k_operator,k_mission,flight_document,cluster
899,3169329,48117,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 164_4943_4943_164_4943 13244_1092_1092_1092_1612 727_723_723_723_730 7283_8446_8446_7283_2879 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 722_8036_8036_8036_727 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,3
900,3169330,46433,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 5_2_2_2_5 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_5_5_5_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_4 4_3_4_4_3 4_3_3_4_3 2_6_6_6_6 6_6_6_6_7 1887_1545_1545_1545_1887 1893_3086_3086_3086_1545 3066_3397_3397_3397_1947 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 934_933_933_933_929 4484_932_932_932_8732 2186_1144_1144_1144_2186 3749_3750_3750_3750_3752 7_119_119_119_119 119_119_119_119_2 4_5_5_5_4 4_3_3_4_3 4_3_4_4_3 4_3_3_3_3 3_3_3_3_4 3_4_4_4_3 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
901,3169331,48112,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 1429_1788_1788_1788_3606 1511_1619_1619_1619_1849 2802_2796_2796_2796_2802 2804_3070_3070_3070_2804 1893_2799_2799_2799_1545 1545_2767_2767_2767_1545 2767_1545_1545_1545_2767 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 5930_4793_4793_4793_2161 1838_1509_1509_1509_4480 2807_2804_2804_2804_2807 1884_1885_1885_1885_1884 2806_2796_2796_2796_2802 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,3
902,3169401,41622,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4605_7469_4186_4186_4183 1840_1509_1510_1510_7961 1517_1518_1518_1518_1517 119_119_119_119_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 723_731_731_731_730 10112_8369_8369_8369_8370 734_732_732_732_2800 723_8223_8223_8223_733 726_1543_1543_1543_1139 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
903,3169416,41621,83,1,2_3_3_3_3 3_3_3_3_2 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2980 2081_2872_2083_2083_2321 114_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1097_1096_1096_1097_1096 2462_1336_1336_1336_1095 1099_4204_4204_4204_1336 1095_1099_1099_1099_1312 1335_1099_1099_1099_4204 2459_2460_2460_2460_2454 1096_1207_1207_1207_1096 1312_1336_1336_1336_1095 1097_2460_2460_2460_2462 2460_2462_2462_2456_2454 2454_1313_1313_1313_1095 1313_1312_1312_1312_2453 7258_1313_1313_1313_1095 1335_2460_2460_2460_2462 1335_1334_1334_1334_2457 1335_2460_2460_2460_2454 2454_2456_2456_2456_2454 1312_1313_1313_1313_1095 2460_1312_2460_2460_2462 2460_2462_2462_2462_1313 1335_1099_1099_1099_1095 1099_1096_1096_1096_1097 2460_2462_2462_2462_1313 1313_1335_1335_1335_1099 1312_1313_1313_1313_1095 2460_1335_1335_1335_1099 2459_2460_2460_2460_2454 1096_1097_1096_1096_1097 1097_2460_2460_2460_2462 1097_1334_1334_1334_2459 1097_1096_1096_1096_1312 5215_5216_5216_5216_5217 7540_7539_7539_7539_9817 4_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,2
904,3169420,52524,83,1,2_3_3_3_3 3_3_3_3_2 2_3_2_2_3 3_2_2_3_2 3_2_3_3_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 2_6_6_6_6 6_6_6_6_7 8035_1300_1300_1300_3679 3735_3735_5640_3735_5640 3735_5640_3735_3735_5640 4194_1294_1294_1294_2187 4336_8194_8194_8194_4336 1144_4077_1144_4077_1144 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 11445_11445_1773_1773_1773 1880_1378_1378_1378_1877 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
905,3169421,41620,83,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 5620_5619_5619_5619_5620 5619_5620_5620_5620_5619 937_5621_5621_5621_937 937_5621_5621_5621_937 5621_937_937_937_5621 8406_8404_8404_8404_5481 8406_8404_8404_8404_5481 8408_5220_5220_5220_8407 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2788_1304_1304_1304_1299 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4078_4078_4079 4078_4079_4078_4079_4078 4078_4079_4079_4079_4078 4078_4079_4078_4079_4078,2
906,3169940,46890,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_4_4_3 3_4_4_3_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 4163_7_7_7_115 7_115_115_115_291 119_119_119_119_2 2_6_6_6_6 723_3265_3265_3265_730 3424_5750_5750_5750_3424 1685_2085_2085_2085_2082 2081_2082_2082_2082_2081 2870_2299_2299_2299_818 2_5_2_5_5 2_5_5_5_5 5_4_4_4_5 4_5_5_5_4 4_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,2
907,3169965,54811,83,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_4_2_2_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_194 2192_2182_2182_2182_2192 2192_2182_2182_2182_2192 2457_2181_2181_2181_3045 2181_3045_3045_3045_3046 2462_2460_2460_2460_2459 7259_7682_7682_7682_7259 7259_7479_7761_7761_7479 7707_7681_7681_7681_7707 11420_3563_3563_3563_11420 2072_2071_2071_2071_2299 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 4205_5641_5641_5641_1214 1214_1208_1208_1208_1123 1294_1095_1095_1095_2460 3043_3044_3044_3044_2457 2457_3044_3044_3044_2454 4205_3735_3735_3735_4195 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 3_2_2_2_3 189_190_190_190_190 190_190_190_190_191,2
908,3169968,41620,83,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_5_5_5_2 5_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_12 2804_3070_3070_3070_2804 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1835_1511_1511_1511_1618 2460_2459_2459_2459_1313 1312_3044_3044_3044_2457 1313_1095_1095_1095_2460 1312_3044_3044_3044_2457 1313_1097_1097_1097_2460 2460_2462_2462_2456_2454 2456_2454_2454_2454_2456 1095_1099_1099_1099_4204 1312_1313_1313_1313_1095 3044_2457_2457_2457_3044 2457_3044_3044_2457_3044 6144_2271_2271_2271_6144 2081_2082_2082_2085_2084 5474_9960_9960_9960_5474 17840_9813_9813_9813_17840 8445_6965_6965_6965_7278 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 5_5_2_5_2 189_190_190_190_190 190_190_190_190_191,2
909,3170093,52524,83,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 1144_4077_4077_4077_1144 3722_3723_3723_3723_3732 2184_4632_4632_4632_2184 2313_2314_2314_2314_2299 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1314_1216_1216_1216_3736 3723_3722_3722_3723_3722 3999_2340_2340_2340_2327 820_2888_2888_2888_8390 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,2
910,3170146,46859,335,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 118_118_118_118_7 4347_2193_2193_2193_3051 2192_2182_2182_2182_2192 974_7616_7616_7616_974 5337_5336_4434_4434_5336 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 29017_19744_19744_19744_29017 29017_19744_19744_19744_29017 29017_19744_19744_19744_29017 29017_19744_19744_19744_29017 19744_29017_29017_29017_19744 29017_19744_19744_19744_29017 19744_29017_29017_29017_19744 19744_29017_29017_29017_19744 19744_29017_29017_29017_19744 29017_19744_19744_19744_29017 19744_29017_29017_29017_19744 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_4_5 5_4_5_5_4 4_3_3_3_3 3_3_3_3_4 4_5_4_4_5 5_4_4_5_4 189_190_190_190_190,0
911,3170148,39023,298,1,2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_4 3_4_4_4_3 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 2456_2454_2454_2454_2456 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1099_1095_1095_1095_1099 2148_2148_3909_3909_5248 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_193_193_193_193 193_193_193_193_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 4_5_5_5_5 4_5_5_4_5 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
912,3170218,46841,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 291_115_115_115_115 115_115_115_115_115 1125_1097_1097_1097_1096 1128_1097_1097_1097_1099 1096_1207_1207_1207_1096 1096_1207_1207_1207_1124 1207_1124_1124_1124_1207 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1099_1097_1097_1097_1096 1207_1096_1096_1096_1207 1096_1207_1207_1207_1096 1096_1097_1097_1097_1096 1097_1096_1096_1096_1097 1097_1096_1096_1096_1097 1126_1097_1097_1097_1096 1096_1207_1207_1207_1096 1127_1097_1097_1097_1096 1096_1097_1097_1209_1214 1124_1097_1097_1097_1096 1208_1096_1096_1096_1207 1096_1207_1207_1207_1096 1208_1096_1096_1096_1207 1207_1124_1124_1124_1207 1097_1096_1096_1096_1097 1097_1096_1096_1096_1097 1124_1207_1207_1207_1096 1096_1097_1097_1096_1097 1097_1096_1096_1096_1097 1096_1097_1097_1097_1096 1097_1124_1124_1124_1207 1124_1207_1207_1207_1097 1097_1124_1124_1124_1207 1124_1207_1207_1207_1096 1096_1125_1125_1125_1207 1096_1126_1126_1126_1207 1096_1097_1097_1097_1529 1097_1124_1124_1124_1207 1123_1096_1096_1096_1207 1096_1097_1097_1097_1096 1097_1096_1096_1096_1207 1124_1097_1097_1097_1096 4_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
913,3170221,50825,335,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 4_3_3_3_3 3_3_3_3_2 5_4_5_5_4 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_115_115_115_291 1502_1504_1504_1504_10133 713_713_713_713_1092 4092_1370_1370_1370_4092 4092_1370_4092_1370_4092 4632_2184_2184_2184_4632 2184_4632_4632_4632_1144 2184_4632_4632_4632_2184 1144_4077_4077_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 4077_4077_1144_4077_4077 1144_4077_4077_1144_4077 4077_1144_4077_1144_4077 4077_4077_1144_4077_4077 4077_1144_4077_1144_4077 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 4077_1144_4077_1144_4077 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 1144_4077_1144_4077_1144 1144_1144_4077_1144_1144 4632_2184_2184_2184_4632 2184_4632_4632_4632_2184 1144_1144_4077_1144_1144 7761_7479_7479_7479_7761 4078_4078_4079_4078_4078 4078_4080_4080_4080_7259 4079_4632_4632_4632_2184 7_118_118_118_118 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 5_4_4_4_3 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 189_190_190_190_190 190_190_190_190_191,0
914,3170240,50440,83,1,2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_3_3_3_3 1545_1887_1887_1887_1545 119_119_119_119_2 2_6_6_6_6 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 119_119_119_119_2 2_6_6_6_6 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 4_5_5_5_4 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_4 4_5_5_5_5 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 102_101_101_101_290 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_5_5_5_5 119_119_119_119_2 2_6_6_6_6 102_101_101_101_290 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190,0
915,3170241,50440,83,1,2_6_6_6_6 6_6_6_6_7 6_7_7_7_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 290_892_892_892_290 290_892_892_892_290 290_892_892_892_290 290_892_892_892_290 290_892_892_892_290 116_116_7_116_116 7_116_116_116_7 116_116_7_116_116 116_116_7_116_116 7993_7034_7034_7034_8390 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_118_118_118_118 118_118_118_118_7 115_114_116_116_7 116_116_7_116_116 290_892_892_892_290 892_290_290_290_892 290_892_892_892_290 892_290_290_290_892 892_290_290_290_892 102_291_291_291_102 291_102_102_291_102 116_116_7_116_116 116_116_7_116_116 116_7_116_7_116 7_116_116_116_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 192_192_192_192_2 2_6_6_6_6 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_3_3_3_3 3_3_3_3_4 189_190_190_190_190,0
916,3170242,50440,83,1,4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 6_6_6_6_7 7_115_115_115_661 119_119_119_119_2 2_6_6_6_6 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 192_192_192_192_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 2643_4135_4135_4135_4135 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 4100_4478_4478_4478_2161 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_2_2_2_5 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 119_119_119_119_2 2_6_6_6_6 1887_1545_1545_1545_1885 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_3_3_3_3 1882_8669_8669_8669_1544 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 3070_2804_2804_2804_3070 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 192_192_192_192_2 2_6_6_6_6 1332_1205_1205_1205_1338 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190,0
